Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Chicken pox,blister,fatigue,lethargy,high_fever,skin_rash,red_spots_over_body,swelled_lymph_nodes,loss_of_appetite,malaise,mild_fever,,,,,,,
Chicken pox,blister,fatigue,high_fever,malaise,skin_rash,loss_of_appetite,swelled_lymph_nodes,mild_fever,headache,itching,lethargy,,,,,,
Chicken pox,swelled_lymph_nodes,malaise,loss_of_appetite,fatigue,mild_fever,headache,blister,skin_rash,itching,,,,,,,,
Chicken pox,mild_fever,skin_rash,itching,fatigue,loss_of_appetite,lethargy,blister,headache,red_spots_over_body,malaise,,,,,,,
Chicken pox,mild_fever,malaise,red_spots_over_body,fatigue,blister,itching,lethargy,high_fever,swelled_lymph_nodes,skin_rash,loss_of_appetite,,,,,,
Chicken pox,skin_rash,fatigue,red_spots_over_body,high_fever,loss_of_appetite,blister,itching,mild_fever,malaise,swelled_lymph_nodes,headache,,,,,,
Chicken pox,malaise,mild_fever,itching,loss_of_appetite,fatigue,red_spots_over_body,swelled_lymph_nodes,skin_rash,headache,lethargy,blister,,,,,,
Chicken pox,headache,fatigue,itching,lethargy,high_fever,red_spots_over_body,swelled_lymph_nodes,blister,loss_of_appetite,malaise,skin_rash,mild_fever,,,,,
Chicken pox,headache,swelled_lymph_nodes,itching,fatigue,malaise,blister,high_fever,mild_fever,red_spots_over_body,,,,,,,,
Chicken pox,lethargy,mild_fever,loss_of_appetite,malaise,itching,headache,swelled_lymph_nodes,fatigue,blister,skin_rash,high_fever,red_spots_over_body,,,,,
Chicken pox,blister,headache,fatigue,red_spots_over_body,high_fever,mild_fever,skin_rash,lethargy,malaise,swelled_lymph_nodes,itching,loss_of_appetite,,,,,
Chicken pox,red_spots_over_body,headache,swelled_lymph_nodes,skin_rash,itching,loss_of_appetite,malaise,mild_fever,blister,,,,,,,,
Chicken pox,fatigue,headache,skin_rash,blister,lethargy,loss_of_appetite,itching,red_spots_over_body,high_fever,,,,,,,,
Chicken pox,blister,headache,malaise,skin_rash,fatigue,high_fever,red_spots_over_body,lethargy,mild_fever,,,,,,,,
Chicken pox,malaise,skin_rash,itching,fatigue,lethargy,headache,blister,red_spots_over_body,loss_of_appetite,,,,,,,,
Chicken pox,itching,loss_of_appetite,lethargy,malaise,blister,headache,mild_fever,swelled_lymph_nodes,fatigue,,,,,,,,
Chicken pox,mild_fever,lethargy,blister,fatigue,malaise,swelled_lymph_nodes,headache,high_fever,itching,skin_rash,,,,,,,
Chicken pox,swelled_lymph_nodes,itching,skin_rash,fatigue,lethargy,blister,malaise,high_fever,headache,loss_of_appetite,,,,,,,
Chicken pox,blister,skin_rash,lethargy,fatigue,headache,loss_of_appetite,red_spots_over_body,mild_fever,malaise,,,,,,,,
Chicken pox,malaise,loss_of_appetite,swelled_lymph_nodes,high_fever,lethargy,mild_fever,fatigue,headache,skin_rash,blister,itching,,,,,,
Chicken pox,high_fever,fatigue,skin_rash,itching,malaise,lethargy,red_spots_over_body,swelled_lymph_nodes,loss_of_appetite,blister,mild_fever,,,,,,
Chicken pox,blister,red_spots_over_body,skin_rash,headache,swelled_lymph_nodes,mild_fever,loss_of_appetite,high_fever,itching,,,,,,,,
Chicken pox,blister,headache,mild_fever,red_spots_over_body,malaise,fatigue,lethargy,loss_of_appetite,swelled_lymph_nodes,skin_rash,itching,,,,,,
Chicken pox,malaise,fatigue,itching,headache,loss_of_appetite,lethargy,mild_fever,red_spots_over_body,swelled_lymph_nodes,skin_rash,,,,,,,
Chicken pox,mild_fever,fatigue,red_spots_over_body,loss_of_appetite,swelled_lymph_nodes,itching,skin_rash,malaise,lethargy,high_fever,blister,headache,,,,,
Chicken pox,itching,loss_of_appetite,fatigue,malaise,swelled_lymph_nodes,skin_rash,blister,headache,lethargy,red_spots_over_body,high_fever,,,,,,
Chicken pox,headache,lethargy,itching,mild_fever,loss_of_appetite,skin_rash,fatigue,high_fever,blister,malaise,red_spots_over_body,,,,,,
Chicken pox,malaise,mild_fever,loss_of_appetite,blister,fatigue,lethargy,headache,itching,red_spots_over_body,high_fever,swelled_lymph_nodes,skin_rash,,,,,
Chicken pox,malaise,high_fever,fatigue,lethargy,mild_fever,loss_of_appetite,skin_rash,swelled_lymph_nodes,red_spots_over_body,itching,headache,blister,,,,,
Chicken pox,red_spots_over_body,high_fever,malaise,loss_of_appetite,skin_rash,blister,mild_fever,swelled_lymph_nodes,fatigue,headache,lethargy,,,,,,
Chicken pox,headache,malaise,mild_fever,skin_rash,itching,lethargy,fatigue,loss_of_appetite,swelled_lymph_nodes,red_spots_over_body,,,,,,,
Chicken pox,blister,lethargy,headache,mild_fever,high_fever,swelled_lymph_nodes,fatigue,loss_of_appetite,malaise,red_spots_over_body,itching,,,,,,
Chicken pox,headache,red_spots_over_body,malaise,lethargy,swelled_lymph_nodes,loss_of_appetite,skin_rash,mild_fever,high_fever,itching,,,,,,,
Chicken pox,swelled_lymph_nodes,skin_rash,loss_of_appetite,fatigue,headache,itching,high_fever,lethargy,mild_fever,blister,red_spots_over_body,,,,,,
Chicken pox,mild_fever,loss_of_appetite,lethargy,high_fever,fatigue,blister,itching,malaise,skin_rash,,,,,,,,
Chicken pox,red_spots_over_body,itching,headache,malaise,mild_fever,high_fever,skin_rash,fatigue,loss_of_appetite,swelled_lymph_nodes,,,,,,,
Cervical spondylosis,loss_of_balance,weakness_in_limbs,neck_pain,back_pain,,,,,,,,,,,,,
Cervical spondylosis,neck_pain,back_pain,,,,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,neck_pain,back_pain,,,,,,,,,,,,,,
Cervical spondylosis,dizziness,back_pain,weakness_in_limbs,neck_pain,loss_of_balance,,,,,,,,,,,,
Cervical spondylosis,neck_pain,back_pain,dizziness,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,neck_pain,weakness_in_limbs,loss_of_balance,dizziness,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,weakness_in_limbs,neck_pain,dizziness,back_pain,,,,,,,,,,,,
Cervical spondylosis,neck_pain,dizziness,,,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,dizziness,loss_of_balance,back_pain,,,,,,,,,,,,,
Cervical spondylosis,neck_pain,back_pain,dizziness,,,,,,,,,,,,,,
Cervical spondylosis,neck_pain,dizziness,,,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,,,,,,,,,,,,,
Cervical spondylosis,dizziness,neck_pain,,,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,neck_pain,dizziness,back_pain,loss_of_balance,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,back_pain,neck_pain,dizziness,,,,,,,,,,,,,
Cervical spondylosis,dizziness,back_pain,loss_of_balance,,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,back_pain,neck_pain,,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,back_pain,loss_of_balance,,,,,,,,,,,,,,
Cervical spondylosis,neck_pain,back_pain,weakness_in_limbs,loss_of_balance,,,,,,,,,,,,,
Cervical spondylosis,dizziness,loss_of_balance,,,,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,dizziness,,,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,back_pain,dizziness,loss_of_balance,neck_pain,,,,,,,,,,,,
Cervical spondylosis,neck_pain,weakness_in_limbs,,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,loss_of_balance,dizziness,,,,,,,,,,,,,,
Cervical spondylosis,dizziness,back_pain,loss_of_balance,,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,loss_of_balance,back_pain,,,,,,,,,,,,,,
Cervical spondylosis,neck_pain,dizziness,loss_of_balance,weakness_in_limbs,,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,neck_pain,,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,dizziness,neck_pain,loss_of_balance,weakness_in_limbs,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,back_pain,dizziness,,,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,dizziness,back_pain,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,neck_pain,dizziness,loss_of_balance,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,loss_of_balance,neck_pain,back_pain,dizziness,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,neck_pain,dizziness,weakness_in_limbs,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,neck_pain,loss_of_balance,,,,,,,,,,,,,,
Cervical spondylosis,neck_pain,loss_of_balance,weakness_in_limbs,,,,,,,,,,,,,,
Cervical spondylosis,neck_pain,dizziness,,,,,,,,,,,,,,,
Cervical spondylosis,dizziness,loss_of_balance,,,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,back_pain,dizziness,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,loss_of_balance,dizziness,neck_pain,,,,,,,,,,,,
Cervical spondylosis,neck_pain,dizziness,back_pain,loss_of_balance,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,back_pain,loss_of_balance,dizziness,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,neck_pain,back_pain,,,,,,,,,,,,,,
Cervical spondylosis,dizziness,neck_pain,weakness_in_limbs,loss_of_balance,back_pain,,,,,,,,,,,,
Cervical spondylosis,dizziness,neck_pain,loss_of_balance,back_pain,weakness_in_limbs,,,,,,,,,,,,
Cervical spondylosis,back_pain,loss_of_balance,,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,neck_pain,,,,,,,,,,,,,,,
Cervical spondylosis,neck_pain,dizziness,,,,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,weakness_in_limbs,back_pain,neck_pain,dizziness,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,dizziness,neck_pain,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,neck_pain,weakness_in_limbs,loss_of_balance,,,,,,,,,,,,,
Cervical spondylosis,back_pain,loss_of_balance,weakness_in_limbs,dizziness,,,,,,,,,,,,,
Cervical spondylosis,dizziness,weakness_in_limbs,back_pain,neck_pain,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,back_pain,dizziness,neck_pain,loss_of_balance,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,neck_pain,weakness_in_limbs,back_pain,dizziness,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,loss_of_balance,,,,,,,,,,,,,,,
Cervical spondylosis,dizziness,loss_of_balance,,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,dizziness,,,,,,,,,,,,,,,
Cervical spondylosis,dizziness,loss_of_balance,back_pain,neck_pain,weakness_in_limbs,,,,,,,,,,,,
Cervical spondylosis,neck_pain,loss_of_balance,,,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,neck_pain,back_pain,loss_of_balance,dizziness,,,,,,,,,,,,
Cervical spondylosis,dizziness,back_pain,neck_pain,,,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,dizziness,,,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,back_pain,loss_of_balance,neck_pain,dizziness,,,,,,,,,,,,
Cervical spondylosis,dizziness,loss_of_balance,neck_pain,back_pain,,,,,,,,,,,,,
Cervical spondylosis,neck_pain,weakness_in_limbs,dizziness,loss_of_balance,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,dizziness,loss_of_balance,neck_pain,back_pain,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,dizziness,neck_pain,loss_of_balance,,,,,,,,,,,,,
Cervical spondylosis,dizziness,back_pain,neck_pain,weakness_in_limbs,,,,,,,,,,,,,
Cervical spondylosis,neck_pain,loss_of_balance,dizziness,,,,,,,,,,,,,,
Cervical spondylosis,dizziness,weakness_in_limbs,back_pain,loss_of_balance,neck_pain,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,weakness_in_limbs,neck_pain,back_pain,,,,,,,,,,,,,
Cervical spondylosis,dizziness,back_pain,weakness_in_limbs,,,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,back_pain,,,,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,back_pain,,,,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,weakness_in_limbs,neck_pain,back_pain,,,,,,,,,,,,,
Cervical spondylosis,dizziness,back_pain,weakness_in_limbs,neck_pain,,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,dizziness,back_pain,weakness_in_limbs,neck_pain,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,dizziness,,,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,back_pain,neck_pain,,,,,,,,,,,,,,
Cervical spondylosis,dizziness,weakness_in_limbs,,,,,,,,,,,,,,,
Cervical spondylosis,neck_pain,weakness_in_limbs,,,,,,,,,,,,,,,
Cervical spondylosis,neck_pain,weakness_in_limbs,loss_of_balance,back_pain,dizziness,,,,,,,,,,,,
Cervical spondylosis,back_pain,loss_of_balance,,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,loss_of_balance,neck_pain,,,,,,,,,,,,,
Cervical spondylosis,neck_pain,dizziness,,,,,,,,,,,,,,,
Cervical spondylosis,dizziness,neck_pain,,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,neck_pain,weakness_in_limbs,dizziness,loss_of_balance,,,,,,,,,,,,
Cervical spondylosis,neck_pain,dizziness,loss_of_balance,,,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,back_pain,neck_pain,weakness_in_limbs,dizziness,,,,,,,,,,,,
Cervical spondylosis,neck_pain,loss_of_balance,back_pain,weakness_in_limbs,dizziness,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,back_pain,weakness_in_limbs,neck_pain,dizziness,,,,,,,,,,,,
Cervical spondylosis,dizziness,back_pain,,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,dizziness,weakness_in_limbs,loss_of_balance,neck_pain,,,,,,,,,,,,
Cervical spondylosis,back_pain,dizziness,weakness_in_limbs,,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,dizziness,back_pain,loss_of_balance,,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,dizziness,back_pain,weakness_in_limbs,,,,,,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,,,,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,dizziness,,,,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,weakness_in_limbs,,,,,,,,,,,,,,,
Cervical spondylosis,neck_pain,dizziness,loss_of_balance,back_pain,weakness_in_limbs,,,,,,,,,,,,
Cervical spondylosis,loss_of_balance,dizziness,,,,,,,,,,,,,,,
Cervical spondylosis,dizziness,neck_pain,back_pain,,,,,,,,,,,,,,
Cervical spondylosis,neck_pain,loss_of_balance,,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,loss_of_balance,neck_pain,dizziness,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,back_pain,loss_of_balance,dizziness,neck_pain,,,,,,,,,,,,
Cervical spondylosis,neck_pain,weakness_in_limbs,,,,,,,,,,,,,,,
Cervical spondylosis,neck_pain,dizziness,back_pain,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,loss_of_balance,dizziness,neck_pain,weakness_in_limbs,,,,,,,,,,,,
Cervical spondylosis,dizziness,loss_of_balance,,,,,,,,,,,,,,,
Cervical spondylosis,dizziness,back_pain,neck_pain,weakness_in_limbs,,,,,,,,,,,,,
Cervical spondylosis,dizziness,loss_of_balance,,,,,,,,,,,,,,,
Cervical spondylosis,neck_pain,dizziness,,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,loss_of_balance,dizziness,weakness_in_limbs,neck_pain,,,,,,,,,,,,
Cervical spondylosis,dizziness,weakness_in_limbs,back_pain,neck_pain,loss_of_balance,,,,,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,,,,,,,,,,,,,,
Cervical spondylosis,dizziness,neck_pain,loss_of_balance,,,,,,,,,,,,,,
Cervical spondylosis,dizziness,back_pain,neck_pain,loss_of_balance,,,,,,,,,,,,,
Cervical spondylosis,back_pain,loss_of_balance,dizziness,neck_pain,weakness_in_limbs,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,dizziness,back_pain,loss_of_balance,,,,,,,,,,,,,
Hyperthyroidism,excessive_hunger,fatigue,mood_swings,sweating,diarrhoea,weight_loss,muscle_weakness,,,,,,,,,,
Hyperthyroidism,weight_loss,diarrhoea,restlessness,fast_heart_rate,enlarged_thyroid,mood_swings,sweating,muscle_weakness,excessive_hunger,,,,,,,,
Hyperthyroidism,enlarged_thyroid,restlessness,mood_swings,muscle_weakness,excessive_hunger,sweating,fatigue,diarrhoea,weight_loss,fast_heart_rate,,,,,,,
Hyperthyroidism,enlarged_thyroid,excessive_hunger,mood_swings,sweating,muscle_weakness,diarrhoea,restlessness,,,,,,,,,,
Hyperthyroidism,restlessness,sweating,fast_heart_rate,fatigue,muscle_weakness,enlarged_thyroid,weight_loss,mood_swings,excessive_hunger,,,,,,,,
Hyperthyroidism,diarrhoea,fast_heart_rate,enlarged_thyroid,sweating,mood_swings,muscle_weakness,restlessness,weight_loss,,,,,,,,,
Hyperthyroidism,weight_loss,restlessness,sweating,excessive_hunger,fatigue,fast_heart_rate,diarrhoea,mood_swings,enlarged_thyroid,muscle_weakness,,,,,,,
Hyperthyroidism,fatigue,diarrhoea,sweating,restlessness,weight_loss,fast_heart_rate,excessive_hunger,mood_swings,,,,,,,,,
Hyperthyroidism,sweating,enlarged_thyroid,excessive_hunger,restlessness,diarrhoea,muscle_weakness,mood_swings,fast_heart_rate,weight_loss,,,,,,,,
Hyperthyroidism,enlarged_thyroid,diarrhoea,mood_swings,weight_loss,excessive_hunger,fast_heart_rate,sweating,,,,,,,,,,
Hyperthyroidism,muscle_weakness,excessive_hunger,restlessness,weight_loss,fast_heart_rate,mood_swings,sweating,enlarged_thyroid,diarrhoea,,,,,,,,
Hyperthyroidism,diarrhoea,excessive_hunger,fast_heart_rate,weight_loss,enlarged_thyroid,sweating,restlessness,muscle_weakness,,,,,,,,,
Hyperthyroidism,muscle_weakness,weight_loss,sweating,mood_swings,diarrhoea,excessive_hunger,enlarged_thyroid,fatigue,,,,,,,,,
Hyperthyroidism,muscle_weakness,excessive_hunger,weight_loss,fatigue,diarrhoea,enlarged_thyroid,mood_swings,fast_heart_rate,restlessness,sweating,,,,,,,
Hyperthyroidism,diarrhoea,restlessness,fast_heart_rate,excessive_hunger,muscle_weakness,weight_loss,enlarged_thyroid,sweating,mood_swings,fatigue,,,,,,,
Hyperthyroidism,muscle_weakness,mood_swings,sweating,fatigue,restlessness,enlarged_thyroid,diarrhoea,fast_heart_rate,weight_loss,,,,,,,,
Hyperthyroidism,sweating,enlarged_thyroid,excessive_hunger,muscle_weakness,fast_heart_rate,weight_loss,restlessness,fatigue,,,,,,,,,
Hyperthyroidism,fatigue,fast_heart_rate,enlarged_thyroid,sweating,muscle_weakness,restlessness,excessive_hunger,mood_swings,weight_loss,,,,,,,,
Hyperthyroidism,weight_loss,muscle_weakness,mood_swings,excessive_hunger,fatigue,diarrhoea,sweating,,,,,,,,,,
Hyperthyroidism,mood_swings,excessive_hunger,sweating,muscle_weakness,fatigue,restlessness,fast_heart_rate,diarrhoea,weight_loss,,,,,,,,
Hyperthyroidism,mood_swings,diarrhoea,sweating,weight_loss,restlessness,muscle_weakness,enlarged_thyroid,,,,,,,,,,
Hyperthyroidism,muscle_weakness,sweating,diarrhoea,fast_heart_rate,mood_swings,enlarged_thyroid,fatigue,weight_loss,,,,,,,,,
Hyperthyroidism,restlessness,weight_loss,fast_heart_rate,mood_swings,sweating,diarrhoea,fatigue,muscle_weakness,excessive_hunger,,,,,,,,
Hyperthyroidism,enlarged_thyroid,mood_swings,excessive_hunger,muscle_weakness,restlessness,fast_heart_rate,sweating,diarrhoea,fatigue,,,,,,,,
Hyperthyroidism,restlessness,sweating,mood_swings,fatigue,enlarged_thyroid,weight_loss,muscle_weakness,excessive_hunger,,,,,,,,,
Hyperthyroidism,enlarged_thyroid,restlessness,excessive_hunger,fatigue,fast_heart_rate,muscle_weakness,sweating,mood_swings,diarrhoea,weight_loss,,,,,,,
Hyperthyroidism,fatigue,excessive_hunger,sweating,mood_swings,diarrhoea,restlessness,enlarged_thyroid,weight_loss,fast_heart_rate,muscle_weakness,,,,,,,
Hyperthyroidism,enlarged_thyroid,excessive_hunger,fast_heart_rate,muscle_weakness,restlessness,sweating,mood_swings,,,,,,,,,,
Hyperthyroidism,weight_loss,mood_swings,fast_heart_rate,excessive_hunger,restlessness,enlarged_thyroid,sweating,diarrhoea,muscle_weakness,,,,,,,,
Hyperthyroidism,sweating,restlessness,muscle_weakness,mood_swings,excessive_hunger,enlarged_thyroid,diarrhoea,fatigue,weight_loss,fast_heart_rate,,,,,,,
Hyperthyroidism,fatigue,fast_heart_rate,diarrhoea,weight_loss,restlessness,muscle_weakness,enlarged_thyroid,mood_swings,excessive_hunger,sweating,,,,,,,
Hyperthyroidism,fast_heart_rate,sweating,diarrhoea,mood_swings,weight_loss,enlarged_thyroid,excessive_hunger,,,,,,,,,,
Hyperthyroidism,weight_loss,muscle_weakness,restlessness,fast_heart_rate,sweating,diarrhoea,mood_swings,fatigue,enlarged_thyroid,excessive_hunger,,,,,,,
Hyperthyroidism,restlessness,mood_swings,weight_loss,fatigue,sweating,diarrhoea,fast_heart_rate,,,,,,,,,,
Hyperthyroidism,mood_swings,excessive_hunger,sweating,restlessness,muscle_weakness,weight_loss,diarrhoea,fast_heart_rate,enlarged_thyroid,,,,,,,,
Hyperthyroidism,restlessness,fast_heart_rate,sweating,mood_swings,enlarged_thyroid,fatigue,excessive_hunger,diarrhoea,,,,,,,,,
Hyperthyroidism,muscle_weakness,weight_loss,sweating,enlarged_thyroid,restlessness,diarrhoea,mood_swings,,,,,,,,,,
Hyperthyroidism,fatigue,restlessness,mood_swings,muscle_weakness,fast_heart_rate,weight_loss,enlarged_thyroid,sweating,,,,,,,,,
Hyperthyroidism,enlarged_thyroid,excessive_hunger,diarrhoea,muscle_weakness,mood_swings,fast_heart_rate,sweating,,,,,,,,,,
Hyperthyroidism,fatigue,diarrhoea,weight_loss,fast_heart_rate,enlarged_thyroid,sweating,muscle_weakness,excessive_hunger,,,,,,,,,
Hyperthyroidism,fast_heart_rate,weight_loss,excessive_hunger,fatigue,restlessness,mood_swings,sweating,,,,,,,,,,
Hyperthyroidism,muscle_weakness,diarrhoea,sweating,restlessness,mood_swings,fast_heart_rate,excessive_hunger,weight_loss,,,,,,,,,
Hyperthyroidism,restlessness,weight_loss,fatigue,enlarged_thyroid,muscle_weakness,mood_swings,fast_heart_rate,,,,,,,,,,
Hyperthyroidism,enlarged_thyroid,excessive_hunger,muscle_weakness,diarrhoea,restlessness,sweating,fast_heart_rate,weight_loss,mood_swings,,,,,,,,
Hyperthyroidism,muscle_weakness,fast_heart_rate,sweating,enlarged_thyroid,restlessness,mood_swings,diarrhoea,fatigue,weight_loss,,,,,,,,
Hyperthyroidism,mood_swings,diarrhoea,sweating,fatigue,enlarged_thyroid,restlessness,excessive_hunger,muscle_weakness,,,,,,,,,
Hyperthyroidism,diarrhoea,fatigue,muscle_weakness,restlessness,mood_swings,excessive_hunger,enlarged_thyroid,fast_heart_rate,sweating,,,,,,,,
Hyperthyroidism,muscle_weakness,weight_loss,sweating,restlessness,mood_swings,diarrhoea,fatigue,fast_heart_rate,enlarged_thyroid,excessive_hunger,,,,,,,
Hyperthyroidism,fast_heart_rate,enlarged_thyroid,excessive_hunger,weight_loss,mood_swings,restlessness,diarrhoea,sweating,fatigue,muscle_weakness,,,,,,,
Hyperthyroidism,mood_swings,sweating,diarrhoea,fatigue,weight_loss,restlessness,excessive_hunger,enlarged_thyroid,,,,,,,,,
Hyperthyroidism,mood_swings,sweating,diarrhoea,fast_heart_rate,excessive_hunger,enlarged_thyroid,restlessness,fatigue,muscle_weakness,weight_loss,,,,,,,
Hyperthyroidism,diarrhoea,restlessness,sweating,enlarged_thyroid,mood_swings,fatigue,fast_heart_rate,excessive_hunger,muscle_weakness,,,,,,,,
Hyperthyroidism,fatigue,excessive_hunger,restlessness,diarrhoea,sweating,weight_loss,muscle_weakness,,,,,,,,,,
Hyperthyroidism,fast_heart_rate,diarrhoea,enlarged_thyroid,weight_loss,sweating,muscle_weakness,excessive_hunger,mood_swings,fatigue,restlessness,,,,,,,
Hyperthyroidism,enlarged_thyroid,fast_heart_rate,fatigue,diarrhoea,sweating,excessive_hunger,muscle_weakness,restlessness,mood_swings,weight_loss,,,,,,,
Hyperthyroidism,sweating,weight_loss,excessive_hunger,fast_heart_rate,mood_swings,fatigue,restlessness,diarrhoea,enlarged_thyroid,muscle_weakness,,,,,,,
Hyperthyroidism,fatigue,sweating,muscle_weakness,mood_swings,fast_heart_rate,restlessness,diarrhoea,,,,,,,,,,
Hyperthyroidism,weight_loss,fast_heart_rate,sweating,mood_swings,fatigue,diarrhoea,excessive_hunger,enlarged_thyroid,restlessness,muscle_weakness,,,,,,,
Hyperthyroidism,restlessness,enlarged_thyroid,weight_loss,diarrhoea,muscle_weakness,fatigue,sweating,,,,,,,,,,
Hyperthyroidism,diarrhoea,muscle_weakness,enlarged_thyroid,weight_loss,sweating,excessive_hunger,fast_heart_rate,restlessness,mood_swings,fatigue,,,,,,,
Hyperthyroidism,muscle_weakness,restlessness,excessive_hunger,fast_heart_rate,fatigue,enlarged_thyroid,sweating,mood_swings,weight_loss,,,,,,,,
Hyperthyroidism,enlarged_thyroid,fast_heart_rate,fatigue,sweating,weight_loss,diarrhoea,muscle_weakness,restlessness,excessive_hunger,,,,,,,,
Hyperthyroidism,restlessness,enlarged_thyroid,weight_loss,fatigue,diarrhoea,sweating,excessive_hunger,mood_swings,,,,,,,,,
Hyperthyroidism,fast_heart_rate,diarrhoea,sweating,fatigue,mood_swings,excessive_hunger,restlessness,weight_loss,muscle_weakness,enlarged_thyroid,,,,,,,
Hyperthyroidism,fast_heart_rate,muscle_weakness,excessive_hunger,mood_swings,restlessness,diarrhoea,fatigue,,,,,,,,,,
Hyperthyroidism,diarrhoea,mood_swings,sweating,excessive_hunger,restlessness,muscle_weakness,enlarged_thyroid,weight_loss,fatigue,,,,,,,,
Hyperthyroidism,fast_heart_rate,restlessness,sweating,mood_swings,enlarged_thyroid,muscle_weakness,weight_loss,fatigue,diarrhoea,excessive_hunger,,,,,,,
Hyperthyroidism,mood_swings,muscle_weakness,excessive_hunger,fast_heart_rate,diarrhoea,fatigue,enlarged_thyroid,,,,,,,,,,
Hyperthyroidism,enlarged_thyroid,mood_swings,weight_loss,fatigue,fast_heart_rate,restlessness,excessive_hunger,diarrhoea,muscle_weakness,sweating,,,,,,,
Hyperthyroidism,diarrhoea,mood_swings,fatigue,excessive_hunger,weight_loss,muscle_weakness,enlarged_thyroid,restlessness,sweating,,,,,,,,
Hyperthyroidism,muscle_weakness,fatigue,restlessness,fast_heart_rate,mood_swings,enlarged_thyroid,sweating,,,,,,,,,,
Hyperthyroidism,sweating,muscle_weakness,mood_swings,fast_heart_rate,excessive_hunger,weight_loss,enlarged_thyroid,,,,,,,,,,
Hyperthyroidism,enlarged_thyroid,sweating,weight_loss,diarrhoea,fast_heart_rate,excessive_hunger,fatigue,,,,,,,,,,
